PLAYER_NAME,GP,availability_rate,FT_PCT,total_score,z_pts,z_ast,z_reb,z_stl,z_blk,z_fg_pct,z_ft_pct,z_fg3m,z_tov
Dejounte Murray,31,0.3780487804878049,0.823,6.575173524912477,1.3124340796770742,2.9236291633133695,1.1999633003376995,3.1632879435931764,-0.007805787317938198,-0.4636782780670626,0.5131564168719197,0.7239563422911233,-2.7897696557868845
De'Aaron Fox,62,0.7560975609756098,0.827,6.571549111331503,2.2267218238804594,2.3185236795933077,0.4976006593981757,1.9753848021567209,-0.007805787317938198,0.1474705294848451,0.5331315152950511,0.9459020097284342,-2.0653801208875517
Ivica Zubac,80,0.975609756097561,0.661,6.571350238796268,1.2057671761866793,0.33817846014583414,3.720205717826578,0.07473977585839191,1.7194414842013932,1.5880355758571987,-0.2958350692648996,-1.1625818309260199,-0.6166010510888871
Tyler Herro,77,0.9390243902439024,0.878,6.567045350401792,2.287674340160685,1.8784469641605357,0.6628624572662991,0.5499010324329743,-0.5013050077520328,0.2260468047415185,0.7878140201899759,2.499521681789611,-1.8239169425877744
Amen Thompson,69,0.8414634146341463,0.684,6.559652368926008,0.7943376912951556,0.9432839438658953,1.9023259412772227,1.7378041738694294,2.212940704635488,0.9681560710545499,-0.18097825333189424,-0.7186904960513979,-1.0995274076884418
Rudy Gobert,72,0.8780487804878049,0.674,6.526104570325737,0.47433698082397086,-0.15690784471603436,3.0178430768870546,0.3123204041456832,2.4596903148525344,1.945994163137602,-0.23091599938972268,-1.1625818309260199,-0.13367469448933197
Brandon Miller,27,0.32926829268292684,0.861,6.401981912888729,1.845768597129049,0.8332647650077025,0.5389161088652067,1.0250622890075567,0.7324430433332035,-0.37637130555964715,0.7029198518916676,3.1653586841015433,-2.0653801208875517
Brook Lopez,80,0.975609756097561,0.826,6.368873079309514,0.6267182715245351,-0.15690784471603436,0.5802315583322374,-0.16284085242889915,3.693438365937771,0.5490826030189557,0.5281377406892682,0.7239563422911233,-0.01294310533944339
Franz Wagner,60,0.7317073170731707,0.871,6.296178733551628,2.3333887273708545,1.4383702487277639,0.869439704601453,1.5002235455821387,-0.007805787317938198,0.1474705294848451,0.7528575979494961,0.7239563422911233,-1.461722175138108
Trae Young,76,0.926829268292683,0.875,6.286653575706206,2.3333887273708545,5.234031919335422,-0.2047619815413478,1.2626429172948475,-0.5013050077520328,-0.30652572755371527,0.7728326963726274,2.055630346914989,-4.359280314735438
Fred VanVleet,60,0.7317073170731707,0.81,6.167498430978935,0.7943376912951556,1.933456553589632,0.04313071526083703,2.212965430444012,-0.007805787317938198,-0.5946387368281858,0.4482373469967433,1.8336846794776782,-0.4958694619389982
Jakob Poeltl,57,0.6951219512195121,0.674,6.165065732431415,0.8552902075753814,0.3931880495749304,2.480742233815654,1.2626429172948475,1.9661910944184402,1.5793048786064572,-0.23091599938972268,-1.1625818309260199,-0.978795818538553
Josh Giddey,70,0.8536585365853658,0.781,6.077733935553551,0.8705283366454378,2.813609984455176,1.861010491810192,1.2626429172948475,0.4856934331161563,0.1649319239863282,0.30341788342904086,0.5020106748538123,-2.1861117100374403
Austin Reaves,73,0.8902439024390244,0.877,6.066830097992573,1.7238635645685976,2.043475732447825,0.3736543109970834,1.0250622890075567,-0.2545553975349856,0.12127843773262045,0.7828202455841932,1.8336846794776782,-1.5824537642879968
Mark Williams,44,0.5365853658536586,0.804,5.992510981504686,0.9771952401358329,0.22815928128764104,2.728634930617839,0.07473977585839191,1.9661910944184402,1.3784988418394015,0.41827469936204625,-1.1625818309260199,-0.6166010510888871
Devin Booker,75,0.9146341463414634,0.894,5.874689484337759,2.546722534351645,2.7586003950260793,0.20839251312896,0.5499010324329743,-0.5013050077520328,0.130009134983362,0.8677144138825015,1.5007661783217114,-2.1861117100374403
Jarrett Allen,82,1.0,0.718,5.860495160335245,0.7029089168748172,-0.10189825528693795,2.522057683282685,0.5499010324329743,1.2259422637672983,2.269029961415038,-0.011189916735278181,-1.1625818309260199,-0.13367469448933197
Paul George,41,0.5,0.814,5.85736507707428,1.1143384017663405,1.2183318910113778,0.7041779067333297,2.688126687018594,0.23894382289910904,-0.1406424797896259,0.4682124454198741,1.389793344603056,-1.8239169425877744
Miles Bridges,64,0.7804878048780488,0.87,5.8322093959841474,1.739101693638654,0.9982935332949919,1.6131177950080076,0.07473977585839191,0.7324430433332035,-0.13191178253888436,0.7478638233437133,1.2788205108844009,-1.2202589968383308
Darius Garland,75,0.9146341463414634,0.878,5.805906521698819,1.7848160808488234,2.5385620373096938,-0.2873928804754095,1.2626429172948475,-0.74805461796908,0.2260468047415185,0.7878140201899759,1.9446575131963333,-1.7031853534378856
Jimmy Butler III,55,0.6707317073170732,0.842,5.726929725837051,1.3124340796770742,1.8234373747314394,0.7454933562003607,1.7378041738694294,-0.2545553975349856,0.5054291167652479,0.6080381343817937,-0.496744828614087,-0.2544062836392208
John Collins,40,0.4878048780487805,0.848,5.678946493666745,1.5410060157279204,-0.04688866585784141,1.9023259412772227,0.7874816607202653,1.4726918739843458,0.7062351535323035,0.6380007820164907,0.5020106748538123,-1.8239169425877744
Tari Eason,57,0.6951219512195121,0.76,5.588268656039905,0.47433698082397086,-0.3219366130033239,1.1586478508706688,2.4505460587313026,1.2259422637672983,0.3570072635026417,0.19854861670760118,0.05811933997919054,-0.01294310533944339
Jalen Brunson,65,0.7926829268292683,0.821,5.5462629780835355,2.60767505063187,2.8686195738842724,-0.2873928804754095,0.5499010324329743,-0.74805461796908,0.3657379607533832,0.503168867660354,1.389793344603056,-1.7031853534378856
